Officer-defined ethnicity,Date,Object of search,Outcome,Type,Gender,Age range,count
Asian,2020-02-01,Stolen goods,A no further action disposal,Person search,Female,18-24,1
Asian,2020-02-01,Stolen goods,A no further action disposal,Person search,Female,25-34,1
Asian,2020-02-01,Stolen goods,A no further action disposal,Person search,Female,over 34,5
Asian,2020-02-01,Stolen goods,A no further action disposal,Person search,Male,10-17,41
Asian,2020-02-01,Stolen goods,A no further action disposal,Person search,Male,18-24,36
Asian,2020-02-01,Stolen goods,A no further action disposal,Person search,Male,25-34,20
Asian,2020-02-01,Stolen goods,A no further action disposal,Person search,Male,over 34,24
Asian,2020-02-01,Stolen goods,Arrest,Person and Vehicle search,Male,10-17,1
Asian,2020-02-01,Stolen goods,Arrest,Person and Vehicle search,Male,18-24,6
Asian,2020-02-01,Stolen goods,Arrest,Person and Vehicle search,Male,25-34,1
Asian,2020-02-01,Stolen goods,Arrest,Person and Vehicle search,Male,over 34,1
Asian,2020-02-01,Stolen goods,Arrest,Person search,Female,25-34,1
Asian,2020-02-01,Stolen goods,Arrest,Person search,Male,10-17,8
Asian,2020-02-01,Stolen goods,Arrest,Person search,Male,18-24,8
Asian,2020-02-01,Stolen goods,Arrest,Person search,Male,25-34,6
Asian,2020-02-01,Stolen goods,Arrest,Person search,Male,over 34,8
Asian,2020-02-01,Stolen goods,Caution (simple or conditional),Person search,Female,25-34,1
Asian,2020-02-01,Stolen goods,Community resolution,Person and Vehicle search,Male,18-24,1
Asian,2020-02-01,Stolen goods,Community resolution,Person and Vehicle search,Male,25-34,2
Asian,2020-02-01,Stolen goods,Community resolution,Person search,Female,10-17,1
Asian,2020-02-01,Stolen goods,Community resolution,Person search,Male,18-24,2
Asian,2020-02-01,Stolen goods,Community resolution,Person search,Male,25-34,1
Asian,2020-02-01,Stolen goods,Community resolution,Person search,Male,over 34,2
Asian,2020-02-01,Stolen goods,Penalty Notice for Disorder,Person and Vehicle search,Male,18-24,2
Asian,2020-02-01,Stolen goods,Penalty Notice for Disorder,Person search,Male,18-24,1
Asian,2020-02-01,Stolen goods,Summons / charged by post,Person and Vehicle search,Male,25-34,1
Asian,2020-02-01,Stolen goods,Summons / charged by post,Person search,Female,25-34,1
Asian,2020-02-01,Stolen goods,Summons / charged by post,Person search,Male,10-17,1
Asian,2020-02-01,Stolen goods,Summons / charged by post,Person search,Male,18-24,1
Asian,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person and Vehicle search,Female,25-34,1
Asian,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person and Vehicle search,Male,18-24,17
Asian,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person and Vehicle search,Male,25-34,5
Asian,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person and Vehicle search,Male,over 34,3
Asian,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Female,10-17,2
Asian,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Male,10-17,10
Asian,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Male,18-24,25
Asian,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Male,25-34,13
Asian,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Male,over 34,5
Asian,2020-03-01,Anything to threaten or harm anyone,Arrest,Person and Vehicle search,Male,18-24,1
Asian,2020-03-01,Anything to threaten or harm anyone,Arrest,Person search,Male,10-17,1
Asian,2020-03-01,Anything to threaten or harm anyone,Arrest,Person search,Male,18-24,3
Asian,2020-03-01,Anything to threaten or harm anyone,Community resolution,Person and Vehicle search,Male,25-34,1
Asian,2020-03-01,Anything to threaten or harm anyone,Community resolution,Person search,Male,18-24,1
Asian,2020-03-01,Anything to threaten or harm anyone,Community resolution,Person search,Male,25-34,1
Asian,2020-03-01,Articles for use in criminal damage,A no further action disposal,Person search,Male,over 34,1
Asian,2020-03-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Female,10-17,1
Asian,2020-03-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Female,18-24,12
Asian,2020-03-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Female,25-34,3
Asian,2020-03-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Female,over 34,2
Asian,2020-03-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Male,10-17,27
Asian,2020-03-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Male,18-24,368
Asian,2020-03-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Male,25-34,210
Asian,2020-03-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Male,over 34,37
Asian,2020-03-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Male,under 10,1
Asian,2020-03-01,Controlled drugs,A no further action disposal,Person search,Female,10-17,4
Asian,2020-03-01,Controlled drugs,A no further action disposal,Person search,Female,18-24,24
Asian,2020-03-01,Controlled drugs,A no further action disposal,Person search,Female,25-34,8
Asian,2020-03-01,Controlled drugs,A no further action disposal,Person search,Female,over 34,3
Asian,2020-03-01,Controlled drugs,A no further action disposal,Person search,Male,10-17,202
Asian,2020-03-01,Controlled drugs,A no further action disposal,Person search,Male,18-24,506
Asian,2020-03-01,Controlled drugs,A no further action disposal,Person search,Male,25-34,212
Asian,2020-03-01,Controlled drugs,A no further action disposal,Person search,Male,over 34,149
Asian,2020-03-01,Controlled drugs,A no further action disposal,Person search,Other,25-34,1
Asian,2020-03-01,Controlled drugs,A no further action disposal,Vehicle search,Male,25-34,1
Asian,2020-03-01,Controlled drugs,Arrest,Person and Vehicle search,Female,18-24,1
Asian,2020-03-01,Controlled drugs,Arrest,Person and Vehicle search,Male,10-17,1
Asian,2020-03-01,Controlled drugs,Arrest,Person and Vehicle search,Male,18-24,50
Asian,2020-03-01,Controlled drugs,Arrest,Person and Vehicle search,Male,25-34,42
Asian,2020-03-01,Controlled drugs,Arrest,Person and Vehicle search,Male,over 34,20
Asian,2020-03-01,Controlled drugs,Arrest,Person search,Female,10-17,1
Asian,2020-03-01,Controlled drugs,Arrest,Person search,Female,25-34,1
Asian,2020-03-01,Controlled drugs,Arrest,Person search,Male,10-17,15
Asian,2020-03-01,Controlled drugs,Arrest,Person search,Male,18-24,31
Asian,2020-03-01,Controlled drugs,Arrest,Person search,Male,25-34,21
Asian,2020-03-01,Controlled drugs,Arrest,Person search,Male,over 34,22
Asian,2020-03-01,Controlled drugs,Arrest,Vehicle search,Male,18-24,1
Asian,2020-03-01,Controlled drugs,Caution (simple or conditional),Person search,Male,25-34,3
Asian,2020-03-01,Controlled drugs,Community resolution,Person and Vehicle search,Female,18-24,6
Asian,2020-03-01,Controlled drugs,Community resolution,Person and Vehicle search,Male,10-17,1
Asian,2020-03-01,Controlled drugs,Community resolution,Person and Vehicle search,Male,18-24,64
Asian,2020-03-01,Controlled drugs,Community resolution,Person and Vehicle search,Male,25-34,34
Asian,2020-03-01,Controlled drugs,Community resolution,Person and Vehicle search,Male,over 34,6
Asian,2020-03-01,Controlled drugs,Community resolution,Person search,Female,18-24,3
Asian,2020-03-01,Controlled drugs,Community resolution,Person search,Female,25-34,1
Asian,2020-03-01,Controlled drugs,Community resolution,Person search,Male,10-17,4
Asian,2020-03-01,Controlled drugs,Community resolution,Person search,Male,18-24,93
Asian,2020-03-01,Controlled drugs,Community resolution,Person search,Male,25-34,37
Asian,2020-03-01,Controlled drugs,Community resolution,Person search,Male,over 34,13
Asian,2020-03-01,Controlled drugs,Community resolution,Person search,Other,18-24,1
Asian,2020-03-01,Controlled drugs,Community resolution,Vehicle search,Male,18-24,1
Asian,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Female,18-24,1
Asian,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Female,25-34,1
Asian,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Male,10-17,1
Asian,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Male,18-24,43
Asian,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Male,25-34,18
Asian,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Male,over 34,5
Asian,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person search,Male,10-17,2
Asian,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person search,Male,18-24,30
Asian,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person search,Male,25-34,20
Asian,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person search,Male,over 34,2
Asian,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person search,Other,18-24,1
Asian,2020-03-01,Controlled drugs,Summons / charged by post,Person and Vehicle search,Male,18-24,10
Asian,2020-03-01,Controlled drugs,Summons / charged by post,Person and Vehicle search,Male,25-34,7
Asian,2020-03-01,Controlled drugs,Summons / charged by post,Person search,Female,18-24,1
Asian,2020-03-01,Controlled drugs,Summons / charged by post,Person search,Male,10-17,3
Asian,2020-03-01,Controlled drugs,Summons / charged by post,Person search,Male,18-24,5
Asian,2020-03-01,Controlled drugs,Summons / charged by post,Person search,Male,25-34,8
Asian,2020-03-01,Controlled drugs,Summons / charged by post,Person search,Male,over 34,3
Asian,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person and Vehicle search,Male,10-17,1
Asian,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person and Vehicle search,Male,18-24,4
Asian,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person and Vehicle search,Male,25-34,6
Asian,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person and Vehicle search,Male,over 34,2
Asian,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person search,Female,10-17,1
Asian,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person search,Male,10-17,7
Asian,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person search,Male,18-24,18
Asian,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person search,Male,25-34,10
Asian,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person search,Male,over 34,12
Asian,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person search,Other,10-17,1
Asian,2020-03-01,Evidence of offences under the Act,A no further action disposal,Vehicle search,Male,18-24,1
Asian,2020-03-01,Evidence of offences under the Act,Arrest,Person and Vehicle search,Male,18-24,1
Asian,2020-03-01,Evidence of offences under the Act,Arrest,Person and Vehicle search,Male,25-34,1
Asian,2020-03-01,Evidence of offences under the Act,Arrest,Person and Vehicle search,Male,over 34,2
Asian,2020-03-01,Evidence of offences under the Act,Arrest,Person search,Female,10-17,1
Asian,2020-03-01,Evidence of offences under the Act,Arrest,Person search,Female,over 34,2
Asian,2020-03-01,Evidence of offences under the Act,Arrest,Person search,Male,10-17,3
Asian,2020-03-01,Evidence of offences under the Act,Arrest,Person search,Male,18-24,2
Asian,2020-03-01,Evidence of offences under the Act,Arrest,Person search,Male,25-34,2
Asian,2020-03-01,Evidence of offences under the Act,Arrest,Person search,Male,over 34,4
Asian,2020-03-01,Evidence of offences under the Act,Community resolution,Person search,Male,10-17,1
Asian,2020-03-01,Evidence of offences under the Act,Community resolution,Person search,Male,18-24,1
Asian,2020-03-01,Evidence of offences under the Act,Community resolution,Person search,Male,25-34,1
Asian,2020-03-01,Evidence of offences under the Act,Penalty Notice for Disorder,Person and Vehicle search,Male,10-17,1
Asian,2020-03-01,Evidence of offences under the Act,Penalty Notice for Disorder,Person and Vehicle search,Male,18-24,1
Asian,2020-03-01,Evidence of offences under the Act,Penalty Notice for Disorder,Person search,Male,18-24,2
Asian,2020-03-01,Firearms,A no further action disposal,Person and Vehicle search,Male,18-24,2
Asian,2020-03-01,Firearms,A no further action disposal,Person search,Male,18-24,3
Asian,2020-03-01,Firearms,A no further action disposal,Person search,Male,25-34,1
Asian,2020-03-01,Firearms,A no further action disposal,Vehicle search,Male,over 34,1
Asian,2020-03-01,Firearms,Arrest,Person search,Male,18-24,1
Asian,2020-03-01,Firearms,Arrest,Person search,Male,25-34,1
Asian,2020-03-01,Fireworks,A no further action disposal,Person and Vehicle search,Male,18-24,1
Asian,2020-03-01,Fireworks,A no further action disposal,Person search,Male,18-24,2
Asian,2020-03-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Male,10-17,7
Asian,2020-03-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Male,18-24,48
Asian,2020-03-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Male,25-34,24
Asian,2020-03-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Male,over 34,9
Asian,2020-03-01,Offensive weapons,A no further action disposal,Person search,Female,10-17,3
Asian,2020-03-01,Offensive weapons,A no further action disposal,Person search,Female,18-24,4
Asian,2020-03-01,Offensive weapons,A no further action disposal,Person search,Female,over 34,1
Asian,2020-03-01,Offensive weapons,A no further action disposal,Person search,Male,10-17,108
Asian,2020-03-01,Offensive weapons,A no further action disposal,Person search,Male,18-24,104
Asian,2020-03-01,Offensive weapons,A no further action disposal,Person search,Male,25-34,34
Asian,2020-03-01,Offensive weapons,A no further action disposal,Person search,Male,over 34,16
Asian,2020-03-01,Offensive weapons,A no further action disposal,Vehicle search,Male,18-24,1
Asian,2020-03-01,Offensive weapons,A no further action disposal,Vehicle search,Male,25-34,1
Asian,2020-03-01,Offensive weapons,Arrest,Person and Vehicle search,Female,25-34,1
Asian,2020-03-01,Offensive weapons,Arrest,Person and Vehicle search,Female,over 34,1
Asian,2020-03-01,Offensive weapons,Arrest,Person and Vehicle search,Male,10-17,1
Asian,2020-03-01,Offensive weapons,Arrest,Person and Vehicle search,Male,18-24,6
Asian,2020-03-01,Offensive weapons,Arrest,Person and Vehicle search,Male,25-34,2
