Officer-defined ethnicity,Date,Object of search,Gender,Age range,count
Asian,2020-01-01,Anything to threaten or harm anyone,Female,10-17,1
Asian,2020-01-01,Anything to threaten or harm anyone,Female,18-24,2
Asian,2020-01-01,Anything to threaten or harm anyone,Female,25-34,4
Asian,2020-01-01,Anything to threaten or harm anyone,Female,over 34,1
Asian,2020-01-01,Anything to threaten or harm anyone,Male,10-17,31
Asian,2020-01-01,Anything to threaten or harm anyone,Male,18-24,49
Asian,2020-01-01,Anything to threaten or harm anyone,Male,25-34,24
Asian,2020-01-01,Anything to threaten or harm anyone,Male,over 34,13
Asian,2020-01-01,Articles for use in criminal damage,Male,10-17,6
Asian,2020-01-01,Articles for use in criminal damage,Male,18-24,6
Asian,2020-01-01,Articles for use in criminal damage,Male,25-34,1
Asian,2020-01-01,Articles for use in criminal damage,Male,over 34,2
Asian,2020-01-01,Controlled drugs,Female,10-17,9
Asian,2020-01-01,Controlled drugs,Female,18-24,53
Asian,2020-01-01,Controlled drugs,Female,25-34,25
Asian,2020-01-01,Controlled drugs,Female,over 34,3
Asian,2020-01-01,Controlled drugs,Male,10-17,295
Asian,2020-01-01,Controlled drugs,Male,18-24,1401
Asian,2020-01-01,Controlled drugs,Male,25-34,730
Asian,2020-01-01,Controlled drugs,Male,over 34,285
Asian,2020-01-01,Controlled drugs,Other,18-24,1
Asian,2020-01-01,Evidence of offences under the Act,Male,10-17,27
Asian,2020-01-01,Evidence of offences under the Act,Male,18-24,29
Asian,2020-01-01,Evidence of offences under the Act,Male,25-34,18
Asian,2020-01-01,Evidence of offences under the Act,Male,over 34,38
Asian,2020-01-01,Firearms,Female,over 34,1
Asian,2020-01-01,Firearms,Male,10-17,2
Asian,2020-01-01,Firearms,Male,18-24,9
Asian,2020-01-01,Firearms,Male,25-34,6
Asian,2020-01-01,Firearms,Male,over 34,1
Asian,2020-01-01,Fireworks,Male,10-17,2
Asian,2020-01-01,Fireworks,Male,25-34,1
Asian,2020-01-01,Offensive weapons,Female,10-17,15
Asian,2020-01-01,Offensive weapons,Female,18-24,7
Asian,2020-01-01,Offensive weapons,Male,10-17,162
Asian,2020-01-01,Offensive weapons,Male,18-24,240
Asian,2020-01-01,Offensive weapons,Male,25-34,94
Asian,2020-01-01,Offensive weapons,Male,over 34,42
Asian,2020-01-01,Stolen goods,Female,10-17,3
Asian,2020-01-01,Stolen goods,Female,25-34,3
Asian,2020-01-01,Stolen goods,Female,over 34,6
Asian,2020-01-01,Stolen goods,Male,10-17,59
Asian,2020-01-01,Stolen goods,Male,18-24,83
Asian,2020-01-01,Stolen goods,Male,25-34,39
Asian,2020-01-01,Stolen goods,Male,over 34,56
Asian,2020-02-01,Anything to threaten or harm anyone,Male,10-17,18
Asian,2020-02-01,Anything to threaten or harm anyone,Male,18-24,27
Asian,2020-02-01,Anything to threaten or harm anyone,Male,25-34,14
Asian,2020-02-01,Anything to threaten or harm anyone,Male,over 34,7
Asian,2020-02-01,Anything to threaten or harm anyone,Other,10-17,1
Asian,2020-02-01,Articles for use in criminal damage,Male,10-17,4
Asian,2020-02-01,Articles for use in criminal damage,Male,18-24,2
Asian,2020-02-01,Articles for use in criminal damage,Male,over 34,1
Asian,2020-02-01,Controlled drugs,Female,10-17,11
Asian,2020-02-01,Controlled drugs,Female,18-24,44
Asian,2020-02-01,Controlled drugs,Female,25-34,24
Asian,2020-02-01,Controlled drugs,Female,over 34,9
Asian,2020-02-01,Controlled drugs,Male,10-17,271
Asian,2020-02-01,Controlled drugs,Male,18-24,1159
Asian,2020-02-01,Controlled drugs,Male,25-34,596
Asian,2020-02-01,Controlled drugs,Male,over 34,213
Asian,2020-02-01,Controlled drugs,Other,18-24,1
Asian,2020-02-01,Evidence of offences under the Act,Female,10-17,1
Asian,2020-02-01,Evidence of offences under the Act,Male,10-17,31
Asian,2020-02-01,Evidence of offences under the Act,Male,18-24,23
Asian,2020-02-01,Evidence of offences under the Act,Male,25-34,19
Asian,2020-02-01,Evidence of offences under the Act,Male,over 34,21
Asian,2020-02-01,Firearms,Female,25-34,1
Asian,2020-02-01,Firearms,Female,over 34,1
Asian,2020-02-01,Firearms,Male,10-17,2
Asian,2020-02-01,Firearms,Male,18-24,7
Asian,2020-02-01,Firearms,Male,25-34,5
Asian,2020-02-01,Fireworks,Male,10-17,2
Asian,2020-02-01,Offensive weapons,Female,10-17,4
Asian,2020-02-01,Offensive weapons,Female,18-24,5
Asian,2020-02-01,Offensive weapons,Female,25-34,1
Asian,2020-02-01,Offensive weapons,Female,over 34,1
Asian,2020-02-01,Offensive weapons,Male,10-17,136
Asian,2020-02-01,Offensive weapons,Male,18-24,170
Asian,2020-02-01,Offensive weapons,Male,25-34,65
Asian,2020-02-01,Offensive weapons,Male,over 34,26
Asian,2020-02-01,Offensive weapons,Male,under 10,1
Asian,2020-02-01,Stolen goods,Female,10-17,2
Asian,2020-02-01,Stolen goods,Female,18-24,1
Asian,2020-02-01,Stolen goods,Female,25-34,5
Asian,2020-02-01,Stolen goods,Female,over 34,5
Asian,2020-02-01,Stolen goods,Male,10-17,54
Asian,2020-02-01,Stolen goods,Male,18-24,71
Asian,2020-02-01,Stolen goods,Male,25-34,47
Asian,2020-02-01,Stolen goods,Male,over 34,38
Asian,2020-03-01,Anything to threaten or harm anyone,Female,10-17,2
Asian,2020-03-01,Anything to threaten or harm anyone,Female,25-34,1
Asian,2020-03-01,Anything to threaten or harm anyone,Male,10-17,11
Asian,2020-03-01,Anything to threaten or harm anyone,Male,18-24,47
Asian,2020-03-01,Anything to threaten or harm anyone,Male,25-34,20
Asian,2020-03-01,Anything to threaten or harm anyone,Male,over 34,8
Asian,2020-03-01,Articles for use in criminal damage,Male,over 34,1
Asian,2020-03-01,Controlled drugs,Female,10-17,6
Asian,2020-03-01,Controlled drugs,Female,18-24,48
Asian,2020-03-01,Controlled drugs,Female,25-34,14
Asian,2020-03-01,Controlled drugs,Female,over 34,5
Asian,2020-03-01,Controlled drugs,Male,10-17,256
Asian,2020-03-01,Controlled drugs,Male,18-24,1202
Asian,2020-03-01,Controlled drugs,Male,25-34,613
Asian,2020-03-01,Controlled drugs,Male,over 34,257
Asian,2020-03-01,Controlled drugs,Male,under 10,1
Asian,2020-03-01,Controlled drugs,Other,18-24,2
Asian,2020-03-01,Controlled drugs,Other,25-34,1
Asian,2020-03-01,Evidence of offences under the Act,Female,10-17,2
Asian,2020-03-01,Evidence of offences under the Act,Female,over 34,2
Asian,2020-03-01,Evidence of offences under the Act,Male,10-17,13
Asian,2020-03-01,Evidence of offences under the Act,Male,18-24,30
Asian,2020-03-01,Evidence of offences under the Act,Male,25-34,20
Asian,2020-03-01,Evidence of offences under the Act,Male,over 34,20
Asian,2020-03-01,Evidence of offences under the Act,Other,10-17,1
Asian,2020-03-01,Firearms,Male,18-24,6
Asian,2020-03-01,Firearms,Male,25-34,2
Asian,2020-03-01,Firearms,Male,over 34,1
Asian,2020-03-01,Fireworks,Male,18-24,3
Asian,2020-03-01,Offensive weapons,Female,10-17,3
Asian,2020-03-01,Offensive weapons,Female,18-24,4
Asian,2020-03-01,Offensive weapons,Female,25-34,2
Asian,2020-03-01,Offensive weapons,Female,over 34,2
Asian,2020-03-01,Offensive weapons,Male,10-17,127
Asian,2020-03-01,Offensive weapons,Male,18-24,182
Asian,2020-03-01,Offensive weapons,Male,25-34,72
Asian,2020-03-01,Offensive weapons,Male,over 34,34
Asian,2020-03-01,Stolen goods,Female,18-24,1
Asian,2020-03-01,Stolen goods,Female,25-34,2
Asian,2020-03-01,Stolen goods,Female,over 34,1
Asian,2020-03-01,Stolen goods,Male,10-17,58
Asian,2020-03-01,Stolen goods,Male,18-24,80
Asian,2020-03-01,Stolen goods,Male,25-34,58
Asian,2020-03-01,Stolen goods,Male,over 34,39
Asian,2020-04-01,Anything to threaten or harm anyone,Male,10-17,5
Asian,2020-04-01,Anything to threaten or harm anyone,Male,18-24,16
Asian,2020-04-01,Anything to threaten or harm anyone,Male,25-34,4
Asian,2020-04-01,Anything to threaten or harm anyone,Male,over 34,2
Asian,2020-04-01,Articles for use in criminal damage,Female,10-17,1
Asian,2020-04-01,Articles for use in criminal damage,Male,18-24,1
Asian,2020-04-01,Articles for use in criminal damage,Male,25-34,2
Asian,2020-04-01,Controlled drugs,Female,10-17,7
Asian,2020-04-01,Controlled drugs,Female,18-24,48
Asian,2020-04-01,Controlled drugs,Female,25-34,36
Asian,2020-04-01,Controlled drugs,Female,over 34,10
Asian,2020-04-01,Controlled drugs,Male,10-17,253
Asian,2020-04-01,Controlled drugs,Male,18-24,1695
Asian,2020-04-01,Controlled drugs,Male,25-34,989
Asian,2020-04-01,Controlled drugs,Male,over 34,397
Asian,2020-04-01,Controlled drugs,Male,under 10,2
Asian,2020-04-01,Controlled drugs,Other,25-34,1
Asian,2020-04-01,Evidence of offences under the Act,Female,25-34,1
Asian,2020-04-01,Evidence of offences under the Act,Male,10-17,15
Asian,2020-04-01,Evidence of offences under the Act,Male,18-24,45
Asian,2020-04-01,Evidence of offences under the Act,Male,25-34,30
Asian,2020-04-01,Evidence of offences under the Act,Male,over 34,40
Asian,2020-04-01,Firearms,Male,10-17,1
Asian,2020-04-01,Firearms,Male,18-24,7
Asian,2020-04-01,Firearms,Male,25-34,5
Asian,2020-04-01,Firearms,Male,over 34,1
Asian,2020-04-01,Fireworks,Male,10-17,1
Asian,2020-04-01,Fireworks,Male,18-24,1
Asian,2020-04-01,Offensive weapons,Female,18-24,7
Asian,2020-04-01,Offensive weapons,Female,25-34,1
Asian,2020-04-01,Offensive weapons,Female,over 34,2
Asian,2020-04-01,Offensive weapons,Male,10-17,70
Asian,2020-04-01,Offensive weapons,Male,18-24,210
Asian,2020-04-01,Offensive weapons,Male,25-34,123
Asian,2020-04-01,Offensive weapons,Male,over 34,41
Asian,2020-04-01,Offensive weapons,Male,under 10,1
Asian,2020-04-01,Stolen goods,Female,10-17,1
Asian,2020-04-01,Stolen goods,Female,18-24,4
Asian,2020-04-01,Stolen goods,Female,25-34,2
Asian,2020-04-01,Stolen goods,Female,over 34,5
Asian,2020-04-01,Stolen goods,Male,10-17,40
Asian,2020-04-01,Stolen goods,Male,18-24,72
Asian,2020-04-01,Stolen goods,Male,25-34,58
Asian,2020-04-01,Stolen goods,Male,over 34,50
Asian,2020-05-01,Anything to threaten or harm anyone,Female,18-24,2
Asian,2020-05-01,Anything to threaten or harm anyone,Male,10-17,20
Asian,2020-05-01,Anything to threaten or harm anyone,Male,18-24,105
Asian,2020-05-01,Anything to threaten or harm anyone,Male,25-34,60
Asian,2020-05-01,Anything to threaten or harm anyone,Male,over 34,16
Asian,2020-05-01,Articles for use in criminal damage,Female,18-24,1
Asian,2020-05-01,Articles for use in criminal damage,Male,10-17,3
Asian,2020-05-01,Articles for use in criminal damage,Male,18-24,3
Asian,2020-05-01,Articles for use in criminal damage,Male,25-34,2
Asian,2020-05-01,Articles for use in criminal damage,Male,over 34,2
Asian,2020-05-01,Controlled drugs,Female,10-17,13
Asian,2020-05-01,Controlled drugs,Female,18-24,95
Asian,2020-05-01,Controlled drugs,Female,25-34,60
Asian,2020-05-01,Controlled drugs,Female,over 34,18
Asian,2020-05-01,Controlled drugs,Male,10-17,384
Asian,2020-05-01,Controlled drugs,Male,18-24,2262
Asian,2020-05-01,Controlled drugs,Male,25-34,1267
Asian,2020-05-01,Controlled drugs,Male,over 34,518
Asian,2020-05-01,Controlled drugs,Male,under 10,1
Asian,2020-05-01,Controlled drugs,Other,18-24,3
Asian,2020-05-01,Controlled drugs,Other,25-34,3
Asian,2020-05-01,Evidence of offences under the Act,Female,10-17,3
Asian,2020-05-01,Evidence of offences under the Act,Female,18-24,1
Asian,2020-05-01,Evidence of offences under the Act,Female,25-34,1
Asian,2020-05-01,Evidence of offences under the Act,Male,10-17,24
Asian,2020-05-01,Evidence of offences under the Act,Male,18-24,42
Asian,2020-05-01,Evidence of offences under the Act,Male,25-34,49
Asian,2020-05-01,Evidence of offences under the Act,Male,over 34,37
Asian,2020-05-01,Firearms,Female,over 34,3
Asian,2020-05-01,Firearms,Male,18-24,6
Asian,2020-05-01,Firearms,Male,25-34,2
Asian,2020-05-01,Firearms,Male,over 34,2
Asian,2020-05-01,Fireworks,Male,10-17,1
Asian,2020-05-01,Fireworks,Male,25-34,2
Asian,2020-05-01,Fireworks,Male,over 34,1
Asian,2020-05-01,Offensive weapons,Female,18-24,8
Asian,2020-05-01,Offensive weapons,Female,25-34,5
Asian,2020-05-01,Offensive weapons,Female,over 34,2
Asian,2020-05-01,Offensive weapons,Male,10-17,141
Asian,2020-05-01,Offensive weapons,Male,18-24,377
Asian,2020-05-01,Offensive weapons,Male,25-34,169
Asian,2020-05-01,Offensive weapons,Male,over 34,77
Asian,2020-05-01,Stolen goods,Female,10-17,1
Asian,2020-05-01,Stolen goods,Female,18-24,5
Asian,2020-05-01,Stolen goods,Female,25-34,2
Asian,2020-05-01,Stolen goods,Female,over 34,1
Asian,2020-05-01,Stolen goods,Male,10-17,37
Asian,2020-05-01,Stolen goods,Male,18-24,100
Asian,2020-05-01,Stolen goods,Male,25-34,80
Asian,2020-05-01,Stolen goods,Male,over 34,64
Asian,2020-06-01,Anything to threaten or harm anyone,Female,10-17,1
Asian,2020-06-01,Anything to threaten or harm anyone,Female,18-24,1
Asian,2020-06-01,Anything to threaten or harm anyone,Female,25-34,1
Asian,2020-06-01,Anything to threaten or harm anyone,Male,10-17,10
Asian,2020-06-01,Anything to threaten or harm anyone,Male,18-24,41
Asian,2020-06-01,Anything to threaten or harm anyone,Male,25-34,34
Asian,2020-06-01,Anything to threaten or harm anyone,Male,over 34,7
Asian,2020-06-01,Articles for use in criminal damage,Female,18-24,1
Asian,2020-06-01,Articles for use in criminal damage,Male,10-17,2
Asian,2020-06-01,Articles for use in criminal damage,Male,18-24,1
Asian,2020-06-01,Articles for use in criminal damage,Male,over 34,3
Asian,2020-06-01,Controlled drugs,Female,10-17,9
Asian,2020-06-01,Controlled drugs,Female,18-24,60
Asian,2020-06-01,Controlled drugs,Female,25-34,17
Asian,2020-06-01,Controlled drugs,Female,over 34,9
Asian,2020-06-01,Controlled drugs,Male,10-17,372
Asian,2020-06-01,Controlled drugs,Male,18-24,1691
Asian,2020-06-01,Controlled drugs,Male,25-34,872
Asian,2020-06-01,Controlled drugs,Male,over 34,395
Asian,2020-06-01,Controlled drugs,Male,under 10,2
Asian,2020-06-01,Evidence of offences under the Act,Female,18-24,2
Asian,2020-06-01,Evidence of offences under the Act,Male,10-17,25
Asian,2020-06-01,Evidence of offences under the Act,Male,18-24,35
Asian,2020-06-01,Evidence of offences under the Act,Male,25-34,24
Asian,2020-06-01,Evidence of offences under the Act,Male,over 34,27
Asian,2020-06-01,Firearms,Female,18-24,1
Asian,2020-06-01,Firearms,Female,over 34,1
Asian,2020-06-01,Firearms,Male,10-17,5
Asian,2020-06-01,Firearms,Male,18-24,12
Asian,2020-06-01,Firearms,Male,25-34,4
Asian,2020-06-01,Firearms,Male,over 34,6
Asian,2020-06-01,Fireworks,Male,18-24,1
Asian,2020-06-01,Offensive weapons,Female,18-24,2
Asian,2020-06-01,Offensive weapons,Female,25-34,5
Asian,2020-06-01,Offensive weapons,Female,over 34,3
Asian,2020-06-01,Offensive weapons,Male,10-17,113
Asian,2020-06-01,Offensive weapons,Male,18-24,261
Asian,2020-06-01,Offensive weapons,Male,25-34,125
Asian,2020-06-01,Offensive weapons,Male,over 34,46
Asian,2020-06-01,Stolen goods,Female,10-17,1
Asian,2020-06-01,Stolen goods,Female,18-24,4
Asian,2020-06-01,Stolen goods,Female,25-34,4
Asian,2020-06-01,Stolen goods,Female,over 34,5
Asian,2020-06-01,Stolen goods,Male,10-17,38
Asian,2020-06-01,Stolen goods,Male,18-24,71
Asian,2020-06-01,Stolen goods,Male,25-34,65
Asian,2020-06-01,Stolen goods,Male,over 34,51
Asian,2020-07-01,Anything to threaten or harm anyone,Male,10-17,8
Asian,2020-07-01,Anything to threaten or harm anyone,Male,18-24,40
Asian,2020-07-01,Anything to threaten or harm anyone,Male,25-34,13
Asian,2020-07-01,Anything to threaten or harm anyone,Male,over 34,8
Asian,2020-07-01,Articles for use in criminal damage,Male,10-17,2
Asian,2020-07-01,Articles for use in criminal damage,Male,25-34,1
Asian,2020-07-01,Articles for use in criminal damage,Male,over 34,1
Asian,2020-07-01,Controlled drugs,Female,10-17,5
Asian,2020-07-01,Controlled drugs,Female,18-24,52
Asian,2020-07-01,Controlled drugs,Female,25-34,29
Asian,2020-07-01,Controlled drugs,Female,over 34,13
Asian,2020-07-01,Controlled drugs,Male,10-17,273
Asian,2020-07-01,Controlled drugs,Male,18-24,1325
Asian,2020-07-01,Controlled drugs,Male,25-34,807
Asian,2020-07-01,Controlled drugs,Male,over 34,395
Asian,2020-07-01,Controlled drugs,Male,under 10,1
Asian,2020-07-01,Evidence of offences under the Act,Female,10-17,1
Asian,2020-07-01,Evidence of offences under the Act,Female,over 34,1
Asian,2020-07-01,Evidence of offences under the Act,Male,10-17,9
Asian,2020-07-01,Evidence of offences under the Act,Male,18-24,26
Asian,2020-07-01,Evidence of offences under the Act,Male,25-34,25
Asian,2020-07-01,Evidence of offences under the Act,Male,over 34,17
Asian,2020-07-01,Firearms,Male,10-17,1
Asian,2020-07-01,Firearms,Male,18-24,5
Asian,2020-07-01,Firearms,Male,25-34,3
Asian,2020-07-01,Firearms,Male,over 34,4
Asian,2020-07-01,Fireworks,Male,10-17,1
Asian,2020-07-01,Offensive weapons,Female,18-24,5
Asian,2020-07-01,Offensive weapons,Female,25-34,3
Asian,2020-07-01,Offensive weapons,Female,over 34,1
Asian,2020-07-01,Offensive weapons,Male,10-17,104
Asian,2020-07-01,Offensive weapons,Male,18-24,169
Asian,2020-07-01,Offensive weapons,Male,25-34,67
Asian,2020-07-01,Offensive weapons,Male,over 34,34
Asian,2020-07-01,Offensive weapons,Other,25-34,1
Asian,2020-07-01,Stolen goods,Female,10-17,1
Asian,2020-07-01,Stolen goods,Female,18-24,2
Asian,2020-07-01,Stolen goods,Female,25-34,2
Asian,2020-07-01,Stolen goods,Female,over 34,3
Asian,2020-07-01,Stolen goods,Male,10-17,35
Asian,2020-07-01,Stolen goods,Male,18-24,67
Asian,2020-07-01,Stolen goods,Male,25-34,60
Asian,2020-07-01,Stolen goods,Male,over 34,48
Asian,2020-08-01,Anything to threaten or harm anyone,Female,10-17,1
Asian,2020-08-01,Anything to threaten or harm anyone,Female,18-24,1
Asian,2020-08-01,Anything to threaten or harm anyone,Male,10-17,3
Asian,2020-08-01,Anything to threaten or harm anyone,Male,18-24,13
Asian,2020-08-01,Anything to threaten or harm anyone,Male,25-34,10
Asian,2020-08-01,Anything to threaten or harm anyone,Male,over 34,3
Asian,2020-08-01,Articles for use in criminal damage,Female,18-24,1
Asian,2020-08-01,Articles for use in criminal damage,Male,10-17,1
Asian,2020-08-01,Articles for use in criminal damage,Male,18-24,1
Asian,2020-08-01,Articles for use in criminal damage,Male,25-34,1
Asian,2020-08-01,Articles for use in criminal damage,Male,over 34,1
Asian,2020-08-01,Controlled drugs,Female,10-17,2
Asian,2020-08-01,Controlled drugs,Female,18-24,46
Asian,2020-08-01,Controlled drugs,Female,25-34,18
Asian,2020-08-01,Controlled drugs,Female,over 34,10
Asian,2020-08-01,Controlled drugs,Male,10-17,181
Asian,2020-08-01,Controlled drugs,Male,18-24,962
Asian,2020-08-01,Controlled drugs,Male,25-34,557
Asian,2020-08-01,Controlled drugs,Male,over 34,256
Asian,2020-08-01,Controlled drugs,Male,under 10,1
Asian,2020-08-01,Controlled drugs,Other,25-34,1
Asian,2020-08-01,Controlled drugs,Other,over 34,1
Asian,2020-08-01,Evidence of offences under the Act,Female,10-17,2
Asian,2020-08-01,Evidence of offences under the Act,Female,25-34,1
Asian,2020-08-01,Evidence of offences under the Act,Female,over 34,4
Asian,2020-08-01,Evidence of offences under the Act,Male,10-17,13
Asian,2020-08-01,Evidence of offences under the Act,Male,18-24,26
Asian,2020-08-01,Evidence of offences under the Act,Male,25-34,23
Asian,2020-08-01,Evidence of offences under the Act,Male,over 34,18
Asian,2020-08-01,Firearms,Female,10-17,1
Asian,2020-08-01,Firearms,Male,10-17,1
Asian,2020-08-01,Firearms,Male,18-24,5
Asian,2020-08-01,Firearms,Male,25-34,7
Asian,2020-08-01,Firearms,Male,over 34,1
Asian,2020-08-01,Fireworks,Male,10-17,1
Asian,2020-08-01,Fireworks,Male,18-24,1
Asian,2020-08-01,Fireworks,Male,25-34,1
Asian,2020-08-01,Offensive weapons,Female,10-17,1
Asian,2020-08-01,Offensive weapons,Female,18-24,1
Asian,2020-08-01,Offensive weapons,Female,25-34,4
Asian,2020-08-01,Offensive weapons,Male,10-17,77
Asian,2020-08-01,Offensive weapons,Male,18-24,137
Asian,2020-08-01,Offensive weapons,Male,25-34,70
Asian,2020-08-01,Offensive weapons,Male,over 34,38
Asian,2020-08-01,Stolen goods,Female,18-24,3
Asian,2020-08-01,Stolen goods,Female,25-34,6
Asian,2020-08-01,Stolen goods,Female,over 34,4
Asian,2020-08-01,Stolen goods,Male,10-17,42
Asian,2020-08-01,Stolen goods,Male,18-24,42
Asian,2020-08-01,Stolen goods,Male,25-34,45
Asian,2020-08-01,Stolen goods,Male,over 34,43
Asian,2020-09-01,Anything to threaten or harm anyone,Female,over 34,1
Asian,2020-09-01,Anything to threaten or harm anyone,Male,10-17,9
Asian,2020-09-01,Anything to threaten or harm anyone,Male,18-24,21
Asian,2020-09-01,Anything to threaten or harm anyone,Male,25-34,6
Asian,2020-09-01,Anything to threaten or harm anyone,Male,over 34,3
Asian,2020-09-01,Articles for use in criminal damage,Male,18-24,1
Asian,2020-09-01,Articles for use in criminal damage,Male,25-34,1
Asian,2020-09-01,Articles for use in criminal damage,Male,over 34,1
Asian,2020-09-01,Controlled drugs,Female,10-17,4
Asian,2020-09-01,Controlled drugs,Female,18-24,45
Asian,2020-09-01,Controlled drugs,Female,25-34,21
Asian,2020-09-01,Controlled drugs,Female,over 34,10
Asian,2020-09-01,Controlled drugs,Male,10-17,156
Asian,2020-09-01,Controlled drugs,Male,18-24,960
Asian,2020-09-01,Controlled drugs,Male,25-34,573
Asian,2020-09-01,Controlled drugs,Male,over 34,269
Asian,2020-09-01,Controlled drugs,Other,18-24,1
Asian,2020-09-01,Evidence of offences under the Act,Female,10-17,1
Asian,2020-09-01,Evidence of offences under the Act,Male,10-17,10
Asian,2020-09-01,Evidence of offences under the Act,Male,18-24,20
Asian,2020-09-01,Evidence of offences under the Act,Male,25-34,14
Asian,2020-09-01,Evidence of offences under the Act,Male,over 34,25
Asian,2020-09-01,Firearms,Female,18-24,1
Asian,2020-09-01,Firearms,Male,10-17,3
Asian,2020-09-01,Firearms,Male,18-24,6
Asian,2020-09-01,Firearms,Male,25-34,8
Asian,2020-09-01,Firearms,Male,over 34,3
Asian,2020-09-01,Fireworks,Male,18-24,1
Asian,2020-09-01,Offensive weapons,Female,10-17,1
Asian,2020-09-01,Offensive weapons,Female,18-24,1
Asian,2020-09-01,Offensive weapons,Female,25-34,2
Asian,2020-09-01,Offensive weapons,Female,over 34,1
Asian,2020-09-01,Offensive weapons,Male,10-17,98
Asian,2020-09-01,Offensive weapons,Male,18-24,175
Asian,2020-09-01,Offensive weapons,Male,25-34,83
Asian,2020-09-01,Offensive weapons,Male,over 34,33
Asian,2020-09-01,Stolen goods,Female,over 34,1
Asian,2020-09-01,Stolen goods,Male,10-17,30
Asian,2020-09-01,Stolen goods,Male,18-24,69
Asian,2020-09-01,Stolen goods,Male,25-34,44
Asian,2020-09-01,Stolen goods,Male,over 34,44
Asian,2020-09-01,Stolen goods,Other,18-24,1
Asian,2020-10-01,Anything to threaten or harm anyone,Male,10-17,6
Asian,2020-10-01,Anything to threaten or harm anyone,Male,18-24,25
Asian,2020-10-01,Anything to threaten or harm anyone,Male,25-34,11
Asian,2020-10-01,Articles for use in criminal damage,Male,10-17,3
Asian,2020-10-01,Articles for use in criminal damage,Male,18-24,3
Asian,2020-10-01,Articles for use in criminal damage,Male,25-34,1
Asian,2020-10-01,Controlled drugs,Female,10-17,8
Asian,2020-10-01,Controlled drugs,Female,18-24,58
Asian,2020-10-01,Controlled drugs,Female,25-34,26
Asian,2020-10-01,Controlled drugs,Female,over 34,14
Asian,2020-10-01,Controlled drugs,Male,10-17,209
Asian,2020-10-01,Controlled drugs,Male,18-24,1304
Asian,2020-10-01,Controlled drugs,Male,25-34,793
Asian,2020-10-01,Controlled drugs,Male,over 34,341
Asian,2020-10-01,Controlled drugs,Male,under 10,1
Asian,2020-10-01,Evidence of offences under the Act,Female,18-24,1
Asian,2020-10-01,Evidence of offences under the Act,Female,over 34,2
Asian,2020-10-01,Evidence of offences under the Act,Male,10-17,24
Asian,2020-10-01,Evidence of offences under the Act,Male,18-24,29
Asian,2020-10-01,Evidence of offences under the Act,Male,25-34,22
Asian,2020-10-01,Evidence of offences under the Act,Male,over 34,28
Asian,2020-10-01,Firearms,Female,18-24,2
Asian,2020-10-01,Firearms,Female,25-34,2
Asian,2020-10-01,Firearms,Male,10-17,4
Asian,2020-10-01,Firearms,Male,18-24,6
Asian,2020-10-01,Firearms,Male,25-34,4
Asian,2020-10-01,Fireworks,Female,18-24,2
Asian,2020-10-01,Fireworks,Male,10-17,37
Asian,2020-10-01,Fireworks,Male,18-24,8
Asian,2020-10-01,Fireworks,Male,25-34,1
Asian,2020-10-01,Offensive weapons,Female,10-17,3
Asian,2020-10-01,Offensive weapons,Female,18-24,2
Asian,2020-10-01,Offensive weapons,Female,25-34,5
Asian,2020-10-01,Offensive weapons,Male,10-17,103
Asian,2020-10-01,Offensive weapons,Male,18-24,158
Asian,2020-10-01,Offensive weapons,Male,25-34,73
Asian,2020-10-01,Offensive weapons,Male,over 34,47
Asian,2020-10-01,Offensive weapons,Other,25-34,1
Asian,2020-10-01,Stolen goods,Female,10-17,1
Asian,2020-10-01,Stolen goods,Female,18-24,2
Asian,2020-10-01,Stolen goods,Female,25-34,2
Asian,2020-10-01,Stolen goods,Female,over 34,3
Asian,2020-10-01,Stolen goods,Male,10-17,52
Asian,2020-10-01,Stolen goods,Male,18-24,58
Asian,2020-10-01,Stolen goods,Male,25-34,48
Asian,2020-10-01,Stolen goods,Male,over 34,51
Asian,2020-10-01,Stolen goods,Other,over 34,1
Asian,2020-11-01,Anything to threaten or harm anyone,Female,18-24,1
Asian,2020-11-01,Anything to threaten or harm anyone,Male,10-17,7
Asian,2020-11-01,Anything to threaten or harm anyone,Male,18-24,40
Asian,2020-11-01,Anything to threaten or harm anyone,Male,25-34,11
Asian,2020-11-01,Anything to threaten or harm anyone,Male,over 34,5
Asian,2020-11-01,Articles for use in criminal damage,Female,25-34,2
Asian,2020-11-01,Articles for use in criminal damage,Male,10-17,1
Asian,2020-11-01,Articles for use in criminal damage,Male,18-24,2
Asian,2020-11-01,Articles for use in criminal damage,Male,25-34,2
Asian,2020-11-01,Articles for use in criminal damage,Male,over 34,6
Asian,2020-11-01,Controlled drugs,Female,10-17,12
Asian,2020-11-01,Controlled drugs,Female,18-24,78
Asian,2020-11-01,Controlled drugs,Female,25-34,46
Asian,2020-11-01,Controlled drugs,Female,over 34,13
Asian,2020-11-01,Controlled drugs,Male,10-17,235
Asian,2020-11-01,Controlled drugs,Male,18-24,1349
Asian,2020-11-01,Controlled drugs,Male,25-34,826
Asian,2020-11-01,Controlled drugs,Male,over 34,385
Asian,2020-11-01,Controlled drugs,Male,under 10,2
Asian,2020-11-01,Controlled drugs,Other,18-24,1
Asian,2020-11-01,Evidence of offences under the Act,Female,over 34,3
Asian,2020-11-01,Evidence of offences under the Act,Male,10-17,17
Asian,2020-11-01,Evidence of offences under the Act,Male,18-24,32
